booking_id,owner_id,listing_id,sitter_id,service_type,booking_date,duration_hours,total_price,status
booking_119,owner_489,listing_118,sitter_91,dog_walking,2024-04-05,2,37.96,completed
booking_120,owner_235,listing_76,sitter_3,pet_sitting,2024-01-30,3,96.36,completed
booking_121,owner_449,listing_50,sitter_45,dog_walking,2024-06-25,1,25.72,completed
booking_122,owner_341,listing_25,sitter_49,dog_walking,2024-04-24,7,127.33,completed
booking_123,owner_168,listing_77,sitter_11,pet_boarding,2024-03-17,6,159.66,completed
booking_124,owner_169,listing_115,sitter_70,pet_boarding,2024-03-11,5,182.15,completed
booking_125,owner_320,listing_38,sitter_26,pet_sitting,2024-03-02,5,139.7,cancelled
booking_126,owner_405,listing_139,sitter_89,pet_sitting,2024-09-04,7,238.42,cancelled
booking_127,owner_292,listing_143,sitter_39,pet_boarding,2024-07-08,1,27.38,completed
booking_128,owner_119,listing_49,sitter_49,pet_sitting,2024-05-11,6,216.84,completed
booking_129,owner_209,listing_60,sitter_83,dog_walking,2024-05-06,1,19.43,completed
booking_130,owner_387,listing_78,sitter_89,dog_walking,2024-07-08,7,85.82,completed
booking_131,owner_409,listing_20,sitter_90,pet_boarding,2024-10-26,3,39.69,completed
booking_132,owner_100,listing_34,sitter_16,pet_sitting,2024-04-28,4,151.0,cancelled
booking_133,owner_70,listing_89,sitter_50,dog_walking,2024-01-07,7,199.15,cancelled
booking_134,owner_49,listing_9,sitter_91,pet_sitting,2024-06-08,2,70.68,completed
booking_135,owner_235,listing_90,sitter_58,pet_sitting,2024-10-25,4,76.64,cancelled
booking_136,owner_165,listing_77,sitter_11,pet_boarding,2024-10-10,5,133.05,completed
booking_137,owner_43,listing_37,sitter_20,pet_sitting,2024-01-11,3,85.32,completed
booking_138,owner_59,listing_128,sitter_35,pet_boarding,2024-06-27,5,100.85,completed
booking_139,owner_55,listing_106,sitter_3,pet_sitting,2024-09-21,3,70.2,completed
booking_140,owner_317,listing_62,sitter_6,dog_walking,2024-11-08,6,135.66,pending
booking_141,owner_311,listing_78,sitter_89,dog_walking,2024-03-09,6,73.56,completed
booking_142,owner_121,listing_22,sitter_27,pet_sitting,2024-06-25,3,62.1,completed
booking_143,owner_315,listing_52,sitter_20,dog_walking,2024-09-14,7,261.8,completed
booking_144,owner_385,listing_6,sitter_97,pet_boarding,2024-01-14,7,84.14,completed
booking_145,owner_251,listing_135,sitter_36,pet_sitting,2024-05-27,6,216.36,completed
booking_146,owner_25,listing_86,sitter_6,pet_sitting,2024-05-23,5,141.75,pending
booking_147,owner_261,listing_145,sitter_60,pet_sitting,2024-12-19,6,155.22,cancelled
booking_148,owner_451,listing_59,sitter_78,pet_sitting,2024-02-23,4,79.04,completed
booking_149,owner_324,listing_76,sitter_3,pet_sitting,2024-01-23,4,128.48,completed
booking_150,owner_59,listing_117,sitter_85,pet_boarding,2024-09-29,5,106.55,completed
booking_151,owner_97,listing_120,sitter_40,pet_sitting,2024-12-25,6,178.02,completed
booking_152,owner_303,listing_20,sitter_90,pet_boarding,2024-06-22,5,66.15,completed
booking_153,owner_199,listing_68,sitter_43,pet_boarding,2024-09-09,7,191.38,completed
booking_154,owner_338,listing_81,sitter_85,pet_sitting,2024-03-01,1,25.6,cancelled
booking_155,owner_159,listing_98,sitter_54,pet_boarding,2024-10-16,6,152.82,completed
booking_156,owner_204,listing_55,sitter_76,pet_boarding,2024-10-21,7,264.67,completed
booking_157,owner_428,listing_142,sitter_68,dog_walking,2024-11-13,3,90.18,completed
booking_158,owner_441,listing_9,sitter_91,pet_sitting,2024-01-12,4,141.36,completed
booking_159,owner_453,listing_124,sitter_62,pet_boarding,2024-06-30,1,28.55,pending
booking_160,owner_192,listing_78,sitter_89,dog_walking,2024-11-18,1,12.26,pending
booking_161,owner_108,listing_145,sitter_60,pet_sitting,2024-08-06,3,77.61,completed
booking_162,owner_219,listing_70,sitter_8,pet_boarding,2024-01-06,7,166.25,cancelled
booking_163,owner_240,listing_53,sitter_37,dog_walking,2024-09-24,1,30.41,pending
booking_164,owner_353,listing_80,sitter_40,pet_sitting,2024-09-16,2,59.56,completed
booking_165,owner_461,listing_64,sitter_2,pet_boarding,2024-08-18,4,129.8,cancelled
booking_166,owner_473,listing_96,sitter_14,pet_sitting,2024-07-14,6,170.52,completed
booking_167,owner_150,listing_102,sitter_50,dog_walking,2024-01-18,5,187.35,completed
booking_168,owner_215,listing_5,sitter_25,pet_sitting,2024-10-12,2,44.82,completed
booking_169,owner_175,listing_74,sitter_22,pet_boarding,2024-02-14,4,76.28,completed
booking_170,owner_347,listing_16,sitter_59,dog_walking,2024-07-26,7,143.57,completed
booking_171,owner_281,listing_95,sitter_49,dog_walking,2024-06-05,3,95.52,completed
booking_172,owner_202,listing_101,sitter_42,pet_sitting,2024-05-10,6,176.7,pending
booking_173,owner_400,listing_78,sitter_89,dog_walking,2024-08-08,2,24.52,completed
booking_174,owner_112,listing_16,sitter_59,dog_walking,2024-01-01,3,61.53,completed
booking_175,owner_3,listing_48,sitter_53,pet_boarding,2024-01-31,3,58.23,completed
booking_176,owner_323,listing_54,sitter_37,dog_walking,2024-07-06,3,45.48,completed
booking_177,owner_35,listing_121,sitter_91,pet_boarding,2024-03-17,3,58.38,cancelled
booking_178,owner_420,listing_84,sitter_61,pet_boarding,2024-12-16,3,109.5,cancelled
booking_179,owner_157,listing_122,sitter_5,pet_sitting,2024-03-04,1,17.54,completed
booking_180,owner_123,listing_54,sitter_37,dog_walking,2024-05-26,4,60.64,completed
booking_181,owner_338,listing_13,sitter_93,pet_boarding,2024-07-24,7,181.23,completed
booking_182,owner_85,listing_31,sitter_12,pet_boarding,2024-03-08,7,114.8,pending
booking_183,owner_443,listing_137,sitter_88,pet_sitting,2024-06-18,3,99.15,completed
booking_184,owner_354,listing_134,sitter_65,pet_sitting,2024-12-16,4,127.36,cancelled
booking_185,owner_258,listing_57,sitter_34,pet_boarding,2024-11-21,2,53.48,completed
booking_186,owner_477,listing_122,sitter_5,pet_sitting,2024-12-15,4,70.16,completed
booking_187,owner_177,listing_145,sitter_60,pet_sitting,2024-01-30,3,77.61,completed
booking_188,owner_385,listing_135,sitter_36,pet_sitting,2024-12-25,6,216.36,completed
booking_189,owner_249,listing_110,sitter_1,pet_boarding,2024-09-30,2,58.44,completed
booking_190,owner_245,listing_44,sitter_80,pet_sitting,2024-10-31,1,36.17,completed
booking_191,owner_453,listing_29,sitter_57,dog_walking,2024-04-01,7,156.1,cancelled
booking_192,owner_83,listing_140,sitter_92,pet_sitting,2024-01-07,5,179.9,completed
booking_193,owner_91,listing_31,sitter_12,pet_boarding,2024-10-16,5,82.0,completed
booking_194,owner_499,listing_60,sitter_83,dog_walking,2024-04-06,1,19.43,completed
booking_195,owner_1,listing_10,sitter_96,pet_boarding,2024-08-27,2,56.3,cancelled
booking_196,owner_24,listing_120,sitter_40,pet_sitting,2024-10-01,7,207.69,pending
booking_197,owner_27,listing_77,sitter_11,pet_boarding,2024-12-16,4,106.44,cancelled
booking_198,owner_384,listing_70,sitter_8,pet_boarding,2024-03-20,5,118.75,completed
booking_199,owner_118,listing_57,sitter_34,pet_boarding,2024-08-25,1,26.74,completed
booking_200,owner_47,listing_11,sitter_79,dog_walking,2024-08-24,3,115.05,completed
booking_201,owner_463,listing_135,sitter_36,pet_sitting,2024-08-13,6,216.36,completed
booking_202,owner_62,listing_117,sitter_85,pet_boarding,2024-11-13,1,21.31,cancelled
booking_203,owner_62,listing_57,sitter_34,pet_boarding,2024-12-29,7,187.18,completed
booking_204,owner_261,listing_129,sitter_100,pet_boarding,2024-12-04,5,60.0,completed
booking_205,owner_497,listing_121,sitter_91,pet_boarding,2024-06-17,4,77.84,completed
booking_206,owner_444,listing_54,sitter_37,dog_walking,2024-11-14,3,45.48,completed
booking_207,owner_44,listing_58,sitter_70,pet_sitting,2024-09-27,7,73.64,cancelled
booking_208,owner_167,listing_42,sitter_68,dog_walking,2024-07-03,7,222.74,completed
booking_209,owner_362,listing_32,sitter_14,pet_boarding,2024-12-03,3,59.82,completed
booking_210,owner_337,listing_104,sitter_12,pet_sitting,2024-02-06,1,37.72,completed
booking_211,owner_465,listing_88,sitter_10,dog_walking,2024-07-22,1,10.63,completed
booking_212,owner_208,listing_28,sitter_84,pet_boarding,2024-09-15,6,179.28,completed
booking_213,owner_233,listing_147,sitter_28,dog_walking,2024-05-16,4,149.12,completed
booking_214,owner_93,listing_136,sitter_73,dog_walking,2024-04-23,5,113.5,completed
booking_215,owner_357,listing_9,sitter_91,pet_sitting,2024-08-03,2,70.68,cancelled
booking_216,owner_459,listing_112,sitter_6,dog_walking,2024-12-14,3,59.73,completed
booking_217,owner_498,listing_119,sitter_18,pet_boarding,2024-08-30,6,110.22,completed
booking_218,owner_148,listing_2,sitter_48,pet_boarding,2024-06-19,3,40.59,pending
booking_219,owner_133,listing_17,sitter_64,pet_boarding,2024-03-03,5,69.15,pending
booking_220,owner_368,listing_54,sitter_37,dog_walking,2024-07-05,1,15.16,completed
booking_221,owner_73,listing_58,sitter_70,pet_sitting,2024-08-30,7,73.64,completed
booking_222,owner_250,listing_83,sitter_73,pet_sitting,2024-09-21,6,99.54,completed
booking_223,owner_348,listing_6,sitter_97,pet_boarding,2024-11-25,6,72.12,completed
booking_224,owner_382,listing_18,sitter_81,pet_boarding,2024-05-27,6,117.42,completed
booking_225,owner_223,listing_35,sitter_11,pet_sitting,2024-04-03,4,151.68,completed
booking_226,owner_63,listing_86,sitter_6,pet_sitting,2024-09-07,6,170.1,pending
booking_227,owner_283,listing_43,sitter_34,pet_boarding,2024-12-23,5,132.2,completed
booking_228,owner_300,listing_139,sitter_89,pet_sitting,2024-12-01,2,68.12,completed
booking_229,owner_290,listing_59,sitter_78,pet_sitting,2024-09-17,7,138.32,completed
booking_230,owner_444,listing_62,sitter_6,dog_walking,2024-05-27,1,22.61,completed
booking_231,owner_352,listing_70,sitter_8,pet_boarding,2024-12-01,3,71.25,completed
booking_232,owner_448,listing_69,sitter_96,pet_boarding,2024-04-12,4,86.48,cancelled
booking_233,owner_95,listing_127,sitter_25,dog_walking,2024-10-07,4,66.48,completed
booking_234,owner_303,listing_11,sitter_79,dog_walking,2024-07-11,1,38.35,completed
booking_235,owner_200,listing_62,sitter_6,dog_walking,2024-02-14,2,45.22,completed
booking_236,owner_205,listing_122,sitter_5,pet_sitting,2024-12-17,4,70.16,completed
booking_237,owner_220,listing_60,sitter_83,dog_walking,2024-02-06,6,116.58,completed
booking_238,owner_123,listing_119,sitter_18,pet_boarding,2024-10-23,2,36.74,completed
booking_239,owner_9,listing_76,sitter_3,pet_sitting,2024-09-03,2,64.24,completed
booking_240,owner_123,listing_117,sitter_85,pet_boarding,2024-01-13,4,85.24,completed
booking_241,owner_386,listing_125,sitter_77,pet_sitting,2024-11-29,6,60.18,completed
booking_242,owner_413,listing_118,sitter_91,dog_walking,2024-11-08,2,37.96,completed
booking_243,owner_397,listing_119,sitter_18,pet_boarding,2024-01-12,2,36.74,completed
booking_244,owner_170,listing_29,sitter_57,dog_walking,2024-07-26,5,111.5,completed
booking_245,owner_150,listing_138,sitter_17,pet_sitting,2024-02-12,3,59.94,pending
booking_246,owner_157,listing_47,sitter_37,pet_sitting,2024-10-31,4,68.0,completed
booking_247,owner_404,listing_26,sitter_62,dog_walking,2024-04-07,1,21.21,completed
booking_248,owner_451,listing_11,sitter_79,dog_walking,2024-10-17,3,115.05,completed
booking_249,owner_379,listing_93,sitter_98,pet_boarding,2024-06-30,7,177.03,completed
booking_250,owner_484,listing_92,sitter_69,dog_walking,2024-09-05,1,32.24,cancelled
booking_251,owner_414,listing_17,sitter_64,pet_boarding,2024-03-04,1,13.83,completed
booking_252,owner_212,listing_46,sitter_60,pet_boarding,2024-02-05,2,25.44,completed
booking_253,owner_462,listing_17,sitter_64,pet_boarding,2024-12-19,4,55.32,completed
booking_254,owner_325,listing_143,sitter_39,pet_boarding,2024-10-22,6,164.28,completed
booking_255,owner_275,listing_120,sitter_40,pet_sitting,2024-06-27,3,89.01,completed
booking_256,owner_352,listing_34,sitter_16,pet_sitting,2024-08-03,1,37.75,cancelled
booking_257,owner_327,listing_118,sitter_91,dog_walking,2024-12-12,1,18.98,cancelled
booking_258,owner_267,listing_1,sitter_72,dog_walking,2024-02-12,1,14.48,completed
booking_259,owner_206,listing_123,sitter_41,pet_boarding,2024-10-24,3,78.9,completed
booking_260,owner_230,listing_140,sitter_92,pet_sitting,2024-11-28,1,35.98,completed
booking_261,owner_144,listing_79,sitter_45,pet_boarding,2024-10-12,3,31.71,completed
booking_262,owner_124,listing_126,sitter_59,dog_walking,2024-11-21,4,145.6,completed
booking_263,owner_281,listing_52,sitter_20,dog_walking,2024-01-10,1,37.4,completed
booking_264,owner_99,listing_118,sitter_91,dog_walking,2024-08-05,6,113.88,cancelled
booking_265,owner_411,listing_40,sitter_59,pet_boarding,2024-07-22,6,182.88,completed
booking_266,owner_238,listing_21,sitter_58,pet_boarding,2024-04-23,3,40.62,completed
booking_267,owner_250,listing_91,sitter_6,pet_boarding,2024-07-12,4,121.72,completed
booking_268,owner_130,listing_86,sitter_6,pet_sitting,2024-07-28,4,113.4,completed
booking_269,owner_333,listing_96,sitter_14,pet_sitting,2024-01-05,3,85.26,completed
booking_270,owner_315,listing_60,sitter_83,dog_walking,2024-10-10,6,116.58,completed
booking_271,owner_157,listing_3,sitter_68,dog_walking,2024-08-06,4,71.0,completed
booking_272,owner_92,listing_43,sitter_34,pet_boarding,2024-01-11,1,26.44,completed
booking_273,owner_117,listing_23,sitter_15,pet_boarding,2024-06-03,5,162.35,completed
booking_274,owner_249,listing_95,sitter_49,dog_walking,2024-11-27,1,31.84,cancelled
booking_275,owner_26,listing_112,sitter_6,dog_walking,2024-12-11,3,59.73,completed
booking_276,owner_126,listing_107,sitter_72,pet_boarding,2024-04-10,1,18.06,cancelled
booking_277,owner_29,listing_102,sitter_50,dog_walking,2024-12-06,3,112.41,pending
booking_278,owner_51,listing_44,sitter_80,pet_sitting,2024-11-11,1,36.17,pending
booking_279,owner_213,listing_87,sitter_81,dog_walking,2024-09-09,4,103.76,completed
booking_280,owner_414,listing_2,sitter_48,pet_boarding,2024-04-16,6,81.18,completed
booking_281,owner_224,listing_62,sitter_6,dog_walking,2024-03-17,5,113.05,pending
booking_282,owner_404,listing_101,sitter_42,pet_sitting,2024-09-24,1,29.45,completed
booking_283,owner_423,listing_84,sitter_61,pet_boarding,2024-03-25,5,182.5,completed
booking_284,owner_115,listing_103,sitter_97,pet_sitting,2024-01-02,6,234.66,completed
booking_285,owner_133,listing_145,sitter_60,pet_sitting,2024-10-19,5,129.35,completed
booking_286,owner_460,listing_119,sitter_18,pet_boarding,2024-08-31,5,91.85,cancelled
booking_287,owner_10,listing_21,sitter_58,pet_boarding,2024-12-25,3,40.62,completed
booking_288,owner_455,listing_130,sitter_91,pet_boarding,2024-02-26,3,72.69,pending
booking_289,owner_281,listing_17,sitter_64,pet_boarding,2024-01-24,5,69.15,cancelled
booking_290,owner_98,listing_129,sitter_100,pet_boarding,2024-02-10,5,60.0,completed
booking_291,owner_120,listing_47,sitter_37,pet_sitting,2024-10-13,4,68.0,completed
booking_292,owner_201,listing_71,sitter_18,pet_boarding,2024-09-18,3,88.26,completed
booking_293,owner_223,listing_103,sitter_97,pet_sitting,2024-07-07,5,195.55,completed
booking_294,owner_117,listing_26,sitter_62,dog_walking,2024-09-29,7,148.47,completed
booking_295,owner_346,listing_90,sitter_58,pet_sitting,2024-12-12,1,19.16,completed
booking_296,owner_472,listing_14,sitter_6,dog_walking,2024-01-25,4,44.0,completed
booking_297,owner_474,listing_56,sitter_13,pet_sitting,2024-07-08,7,80.08,completed
booking_298,owner_304,listing_38,sitter_26,pet_sitting,2024-06-20,6,167.64,cancelled
booking_299,owner_118,listing_101,sitter_42,pet_sitting,2024-03-17,7,206.15,cancelled
booking_300,owner_2,listing_116,sitter_54,pet_boarding,2024-10-17,3,33.54,completed
booking_301,owner_134,listing_3,sitter_68,dog_walking,2024-11-04,3,53.25,completed
booking_302,owner_118,listing_131,sitter_42,dog_walking,2024-05-02,4,134.24,completed
booking_303,owner_171,listing_70,sitter_8,pet_boarding,2024-10-03,4,95.0,completed
booking_304,owner_410,listing_8,sitter_89,pet_boarding,2024-01-03,3,66.45,cancelled
booking_305,owner_342,listing_61,sitter_64,pet_sitting,2024-02-14,1,37.02,completed
booking_306,owner_286,listing_28,sitter_84,pet_boarding,2024-12-06,3,89.64,cancelled
booking_307,owner_49,listing_76,sitter_3,pet_sitting,2024-02-07,1,32.12,completed
booking_308,owner_138,listing_112,sitter_6,dog_walking,2024-06-10,1,19.91,cancelled
booking_309,owner_4,listing_68,sitter_43,pet_boarding,2024-03-10,3,82.02,cancelled
booking_310,owner_454,listing_135,sitter_36,pet_sitting,2024-10-07,3,108.18,cancelled
booking_311,owner_56,listing_127,sitter_25,dog_walking,2024-07-11,2,33.24,pending
booking_312,owner_299,listing_108,sitter_57,dog_walking,2024-06-05,7,141.4,completed
booking_313,owner_143,listing_93,sitter_98,pet_boarding,2024-09-25,3,75.87,completed
booking_314,owner_491,listing_3,sitter_68,dog_walking,2024-01-22,1,17.75,cancelled
booking_315,owner_41,listing_47,sitter_37,pet_sitting,2024-04-01,5,85.0,completed
